,stat_field,unique_value,count
25704,Well Name,1 MCELVAIN FEDERAL,1
25705,Well Name,1 MCELVAIN-GOVT,1
25706,Well Name,1 MCENDAFFER,6
25707,Well Name,"1 MCENDAFFER ""B""",1
25708,Well Name,1 MCENDAFFER A,1
25709,Well Name,1 MCENDREE,1
25710,Well Name,1 MCEVERS,1
25711,Well Name,1 MCEWEN,2
25712,Well Name,1 MCFADDEN,2
25713,Well Name,1 MCFADYEN,1
25714,Well Name,1 MCFARLAND,3
25715,Well Name,1 MCFARLANE,2
25716,Well Name,1 MCFARLIN,2
25717,Well Name,1 MCGAHEY,1
25718,Well Name,1 MCGEE,4
25719,Well Name,1 MCGEE USA,1
25720,Well Name,1 MCGINLEY,1
25721,Well Name,1 MCGINNIS,1
25722,Well Name,1 MCGINNITY,1
25723,Well Name,1 MCGLENN,1
25724,Well Name,1 MCGOWAN,6
25725,Well Name,1 MCGOWAN ESTATE,1
25726,Well Name,1 MCGOWAN ET AL,1
25727,Well Name,1 MCGRATH,1
25728,Well Name,1 MCGREGOR,1
25729,Well Name,1 MCGURIE,1
25730,Well Name,1 MCGURN-FEDERAL,1
25731,Well Name,1 MCGURN-HEATH,1
25732,Well Name,1 MCHALE,1
25733,Well Name,1 MCILLICE,1
25734,Well Name,1 MCILROY,1
25735,Well Name,1 MCINTOSH,4
25736,Well Name,1 MCINTOSH BERWICK,1
25737,Well Name,1 MCINTYRE,1
25738,Well Name,1 MCINTYRE FEDERAL,1
25739,Well Name,1 MCISAAC,1
25740,Well Name,1 MCKAY FARMS,1
25741,Well Name,1 MCKAY LAND & CATTLE CO.,1
25742,Well Name,1 MCKEAN,6
25743,Well Name,1 MCKEAN STATE,1
25744,Well Name,1 MCKEAN-STATE,1
25745,Well Name,1 MCKEAN-WOOD,1
25746,Well Name,1 MCKEE,3
25747,Well Name,1 MCKEE UNIT,1
25748,Well Name,1 MCKEEVER,1
25749,Well Name,1 MCKENNA,1
25750,Well Name,1 MCKENNON GOVT,1
25751,Well Name,1 MCKENZIE,3
25752,Well Name,1 MCKENZIE GOVT UNIT,1
25753,Well Name,1 MCKEON CONST CO,1
25754,Well Name,1 MCKINLEY TWO DOT,1
25755,Well Name,1 MCKINNEY,2
25756,Well Name,1 MCKINNON,2
25757,Well Name,1 MCKNIGHT CANYON UNIT,1
25758,Well Name,1 MCKNIGHT USA,1
25759,Well Name,1 MCKRACKEN,2
25760,Well Name,1 MCLACHLAN,1
25761,Well Name,1 MCLACHLAN ETAL,1
25762,Well Name,1 MCLAIN,2
25763,Well Name,1 MCLANE,1
25764,Well Name,1 MCLAUGHLIN,1
25765,Well Name,1 MCLAVEY,1
25766,Well Name,1 MCLEAN,2
25767,Well Name,1 MCLEAN CO,1
25768,Well Name,1 MCLENNAN STATE A,1
25769,Well Name,1 MCLEOD,1
25770,Well Name,1 MCLISH UNIT,2
25771,Well Name,1 MCLISH-FEDERAL,1
25772,Well Name,1 MCLLWAIN UNIT 11-9,1
25773,Well Name,1 MCMAHEN STATE,1
25774,Well Name,1 MCMAHON,1
25775,Well Name,1 MCMANMAN,1
25776,Well Name,1 MCMANUS-M,1
25777,Well Name,1 MCMILLAM,1
25778,Well Name,1 MCMILLAN RANCH,1
25779,Well Name,1 MCMILLAN TRUST,1
25780,Well Name,1 MCMILLEN,1
25781,Well Name,1 MCMILLIAN,1
25782,Well Name,1 MCMILLIN,1
25783,Well Name,1 MCMILLON,1
25784,Well Name,1 MCMULLEN-GOVERNMENT,1
25785,Well Name,1 MCMURRAY,1
25786,Well Name,1 MCNAMARA,2
25787,Well Name,1 MCNAMER,2
25788,Well Name,1 MCNEAL,1
25789,Well Name,1 MCNEIL,1
25790,Well Name,1 MCNICKLE,1
25791,Well Name,1 MCNIDER UNIT 6-14,1
25792,Well Name,1 MCNISH,2
25793,Well Name,1 MCNULTY,1
25794,Well Name,1 MCPEAK,2
25795,Well Name,1 MCPHEARSON 29-11,1
25796,Well Name,1 MCPHEASON 8-15,1
25797,Well Name,1 MCPHERSON,3
25798,Well Name,1 MCREYNOLDS-STATE,1
25799,Well Name,1 MCROBERTS,2
25800,Well Name,1 MCSAY,1
25801,Well Name,1 MCTUILLIN FEDERAL,1
25802,Well Name,1 MCVICAR-GOVT,1
25803,Well Name,1 MCWHINNEY VAN DE WATER,1
25804,Well Name,1 MCWHINNEY-VAN DEWATER,1
25805,Well Name,1 MDU,1
25806,Well Name,1 MDU-DEEP,1
25807,Well Name,1 ME,1
25808,Well Name,1 ME LLOYD 22-11,1
25809,Well Name,1 MEAD,2
25810,Well Name,"1 MEAD ""B""",1
25811,Well Name,1 MEAD-DOWDLE,1
25812,Well Name,1 MEADE,1
25813,Well Name,1 MEADE-CORWIN,1
25814,Well Name,1 MEADOW FEDERAL,2
25815,Well Name,1 MEADOW SPRINGS DRAW,1
25816,Well Name,1 MEADOWLARK,1
25817,Well Name,1 MEADOWLARK FARMS,2
25818,Well Name,1 MEANS,1
25819,Well Name,1 MEANS-FEDERAL,1
25820,Well Name,1 MEARA,1
25821,Well Name,1 MEARS,1
25822,Well Name,1 MEASE-HETRICK-BIXLER,1
25823,Well Name,1 MEASE-HETRICK-BIXTER UNIT,1
25824,Well Name,1 MEASOR FEDERAL,2
25825,Well Name,1 MECHAM,1
25826,Well Name,1 MEDICINE BOW UNIT,1
25827,Well Name,1 MEDICINE WHEEL UNIT,2
25828,Well Name,1 MEDLANG,1
25829,Well Name,1 MEDLEY SCOTT,1
25830,Well Name,1 MEDOW,1
25831,Well Name,1 MEECH-BOLTZ,1
25832,Well Name,1 MEECHAM,1
25833,Well Name,1 MEEK,1
25834,Well Name,1 MEEKER UNIT,1
25835,Well Name,1 MEEKS,1
25836,Well Name,1 MEEKS A,1
25837,Well Name,1 MEES,1
25838,Well Name,1 MEETEETSE-15 AMOCO,1
25839,Well Name,1 MEGERS,1
25840,Well Name,1 MEGORDAN,1
25841,Well Name,1 MEHL,2
25842,Well Name,1 MEHLING,1
25843,Well Name,1 MEIER,3
25844,Well Name,1 MEIKE,2
25845,Well Name,1 MEINHART-FEDERAL,1
25846,Well Name,1 MEINZER,1
25847,Well Name,1 MEISNER,2
25848,Well Name,1 MELAND,1
25849,Well Name,1 MELBY,4
25850,Well Name,1 MELCHER,1
25851,Well Name,1 MELISSA BURTON,1
25852,Well Name,1 MELISSA COMPTON,1
25853,Well Name,1 MELLOTT,9
25854,Well Name,1 MELLOTT B,1
25855,Well Name,1 MELOTT,1
25856,Well Name,1 MELTON,4
25857,Well Name,1 MELVIN ANDERSON,1
25858,Well Name,1 MELVIN HAUGEN ET UX,1
25859,Well Name,1 MELVIN JOHNSON,2
25860,Well Name,1 MELVIN-FEDERAL,1
25861,Well Name,1 MENAVICH,1
25862,Well Name,1 MENDENHALL,1
25863,Well Name,1 MENEFEE MTN,1
25864,Well Name,1 MENEFEE STATE,1
25865,Well Name,1 MENG,1
25866,Well Name,1 MENKE,2
25867,Well Name,1 MENTER,1
25868,Well Name,1 MENTGEN,1
25869,Well Name,1 MENTGEN TRUSTEE,1
25870,Well Name,1 MERBACH-NCT,1
25871,Well Name,1 MERCER,4
25872,Well Name,1 MERCK,2
25873,Well Name,1 MERDE INDIAN,1
25874,Well Name,1 MEREDITH,3
25875,Well Name,1 MEREDITH-UPRR,1
25876,Well Name,1 MERGANSER,1
25877,Well Name,1 MERIAN-NELSON,1
25878,Well Name,1 MERIDIAN,2
25879,Well Name,1 MERIDIAN-C,1
25880,Well Name,1 MERKLE,1
25881,Well Name,1 MERLIN,1
25882,Well Name,1 MERLIN R. JOHNSON,1
25883,Well Name,1 MERNA,1
25884,Well Name,1 MERRILL,2
25885,Well Name,1 MERRILL EVANS 483,1
25886,Well Name,1 MERRILL FEE,1
25887,Well Name,1 MERRILL RING,1
25888,Well Name,1 MERRIT-MUNSON,1
25889,Well Name,1 MERRITT-STATE,1
25890,Well Name,1 MERTENS,1
25891,Well Name,1 MESA,1
25892,Well Name,1 MESA ALTA FED. 43-C-9,1
25893,Well Name,1 MESA RAINBOW FED,1
25894,Well Name,1 MESA TOP,1
25895,Well Name,1 MESA UNIT,2
25896,Well Name,1 MESA-FEDERAL,2
25897,Well Name,1 MESA-STATE,1
25898,Well Name,1 MESA-TWIN MOUNDS,1
25899,Well Name,1 MESERVE,3
25900,Well Name,1 MESMER,1
25901,Well Name,1 MESSENGER,2
25902,Well Name,1 MESSER,1
25903,Well Name,1 MESSNER,2
25904,Well Name,1 META,1
25905,Well Name,1 METHANY 43-29,1
25906,Well Name,1 METTLER,1
25907,Well Name,1 METZ,1
25908,Well Name,1 METZ-INDUSTRIES INC,1
25909,Well Name,1 METZEL-FED,1
25910,Well Name,1 MEXICAN CREEK,1
25911,Well Name,1 MEXICAN HAT,1
25912,Well Name,1 MEXICAN PASS-TRIBAL,1
25913,Well Name,1 MEYER,10
25914,Well Name,1 MEYER GULCH FEDERAL,1
25915,Well Name,1 MEYER RANCH CO,1
25916,Well Name,1 MEYER THORNHILL,1
25917,Well Name,1 MEYER-GOVT,1
25918,Well Name,1 MEYER-UPRR,1
25919,Well Name,1 MEYERAFFER,1
25920,Well Name,1 MEYERS,7
25921,Well Name,1 MEYERS LAND & CATTLE,2
25922,Well Name,1 MEYERS STATE,1
25923,Well Name,1 MGF-AMOCO 11-3,1
25924,Well Name,1 MH-FEDERAL,1
25925,Well Name,"1 MIAMI 11-""D""",1
25926,Well Name,1 MIAMI COLONY,1
25927,Well Name,1 MIAMI FEDERAL 6086,1
25928,Well Name,1 MIAMI-FED 399,1
25929,Well Name,1 MIAMI-FED-41-54,1
25930,Well Name,1 MIAMI-FEDERAL 430,1
25931,Well Name,1 MIAMI-FEDERAL 509,1
25932,Well Name,1 MIAMI-FEDERAL 6086,1
25933,Well Name,1 MIAMI-STATE 1556,1
25934,Well Name,1 MIAMI-STATE 513,1
25935,Well Name,1 MICH AM,1
25936,Well Name,1 MICHAEK,1
25937,Well Name,1 MICHAEL,2
25938,Well Name,1 MICHAEL CORDELL,1
25939,Well Name,1 MICHAEL STRANGELAND,1
25940,Well Name,1 MICHAELS,4
25941,Well Name,1 MICHAUD STATE,1
25942,Well Name,1 MICHEL,1
25943,Well Name,1 MICHELFELDER,1
25944,Well Name,1 MICHELS,1
25945,Well Name,1 MICKELSON,2
25946,Well Name,1 MICKELSON-GOVT,1
25947,Well Name,1 MICKLEBERRY,1
25948,Well Name,1 MICKOLIO,1
25949,Well Name,1 MID-CAP,1
25950,Well Name,1 MID-TOP,1
25951,Well Name,1 MIDALE,1
25952,Well Name,1 MIDCAP,3
25953,Well Name,1 MIDCAP-RUGG,1
25954,Well Name,1 MIDDLE GROUND SHOAL,1
25955,Well Name,1 MIDDLE LAKE,1
25956,Well Name,1 MIDDLE MESA,1
25957,Well Name,1 MIDDLE RIV STATE,1
25958,Well Name,1 MIDDLE RIVER ST UNIT,1
25959,Well Name,1 MIDDLE-CANYON,1
25960,Well Name,1 MIDDLEBROOK,2
25961,Well Name,1 MIDDLEMIST,2
25962,Well Name,1 MIDDLEMIST-STATE,1
25963,Well Name,1 MIDDLENEST,1
25964,Well Name,1 MIDDLESTAT,1
25965,Well Name,1 MIDDLETON,2
25966,Well Name,1 MIDKIFF,1
25967,Well Name,1 MIDLAND GOVT,1
25968,Well Name,1 MIDLAND REALTY,1
25969,Well Name,1 MIDROC-FEDERAL,1
25970,Well Name,1 MIDWAY,1
25971,Well Name,1 MIDWEST FED,1
25972,Well Name,1 MIDWEST FEDERAL 25,1
25973,Well Name,1 MIDWEST STATE,1
25974,Well Name,1 MIDWEST-BOW & ARROW,1
25975,Well Name,1 MIDWEST-COULTER,1
25976,Well Name,1 MIDWEST-FED,1
25977,Well Name,1 MIDWEST-FEDERAL,1
25978,Well Name,1 MIDWEST-GOVERNMENT,1
25979,Well Name,1 MIDWEST-STATE,1
25980,Well Name,1 MIHM,1
25981,Well Name,1 MIKE FEDERAL,1
25982,Well Name,1 MIKKELSEN,1
25983,Well Name,1 MILAN HENLY,1
25984,Well Name,1 MILDRED BOWEN,1
25985,Well Name,1 MILDRED JORGENS,2
25986,Well Name,1 MILDRED LARSON,1
25987,Well Name,1 MILDRED STATE,1
25988,Well Name,1 MILDRED VORHEES,1
25989,Well Name,1 MILDRED-STATE,1
25990,Well Name,1 MILDREN,1
25991,Well Name,1 MILES,3
25992,Well Name,1 MILES LAND & LIVESTOCK,1
25993,Well Name,1 MILEY,1
25994,Well Name,1 MILFORD,1
25995,Well Name,1 MILFORD COLONY,1
25996,Well Name,1 MILISSA COMPTON,1
25997,Well Name,1 MILK RIVER LAND & CATTLE,1
25998,Well Name,1 MILL,1
25999,Well Name,1 MILL CREEK UNIT-FEDERAL,1
26000,Well Name,1 MILL IRON,1
26001,Well Name,1 MILL IRON LAND,1
26002,Well Name,1 MILLER,55
26003,Well Name,"1 MILLER ""J""",1
26004,Well Name,1 MILLER 33-11,1
26005,Well Name,1 MILLER BROS,2
26006,Well Name,1 MILLER CREEK,2
26007,Well Name,1 MILLER FEDERAL 9 COM,1
26008,Well Name,1 MILLER GILLHAM,1
26009,Well Name,1 MILLER MILL-FEDERAL,1
26010,Well Name,1 MILLER MTN UNIT,1
26011,Well Name,1 MILLER RIDGE-FEDERAL,1
26012,Well Name,1 MILLER THAD,1
26013,Well Name,1 MILLER TRIBAL,1
26014,Well Name,1 MILLER-FEDERAL,2
26015,Well Name,1 MILLER-JACOBS,1
26016,Well Name,1 MILLIE JOHNSON,1
26017,Well Name,1 MILLIKEN,1
26018,Well Name,1 MILLIS WI UNIT,1
26019,Well Name,1 MILLIS WIU-B,1
26020,Well Name,1 MILLISON-GOVT,1
26021,Well Name,1 MILLS,3
26022,Well Name,1 MILLS MINNELUSA,1
26023,Well Name,1 MILLS-FEDERAL,2
26024,Well Name,1 MILLS-MINNELUSA,1
26025,Well Name,1 MILLSAP,1
26026,Well Name,1 MILLSTEAD,1
26027,Well Name,1 MILLWRIGHT-STATE,1
26028,Well Name,1 MILNE,1
26029,Well Name,1 MILO,2
26030,Well Name,1 MILO FINK,1
26031,Well Name,1 MILO LOVE,1
26032,Well Name,1 MILTON,2
26033,Well Name,1 MILTON & LILLIAN BEYER,1
26034,Well Name,1 MILTON ANDERSON,1
26035,Well Name,1 MILWAUKEE LAND,1
26036,Well Name,1 MIMS CARSON,1
26037,Well Name,1 MINASIAN CORE HOLE,1
26038,Well Name,1 MINEHOUSE,1
26039,Well Name,1 MINEHOUSE-FEDERAL,1
26040,Well Name,1 MINERAL POINT,1
26041,Well Name,1 MINERALS,1
26042,Well Name,1 MINICK,1
26043,Well Name,1 MINLSCHMIDT-RICHARD,1
26044,Well Name,1 MINNESOTA FARMS,1
26045,Well Name,1 MINNICH,1
26046,Well Name,1 MINNICH-EVANS,1
26047,Well Name,1 MINNIE,1
26048,Well Name,1 MINNIE BEARS GHOST,1
26049,Well Name,1 MINNIE G HUGHES,1
26050,Well Name,1 MINNIE MAUD,1
26051,Well Name,1 MINNIE OLSON,1
26052,Well Name,1 MINNIE-FEDERAL,1
26053,Well Name,1 MINNIE-SMITH,1
26054,Well Name,1 MINOCO BN,1
26055,Well Name,1 MINTER,1
26056,Well Name,1 MINTIE MORGAN,1
26057,Well Name,1 MINTKEN,1
26058,Well Name,1 MINTON,1
26059,Well Name,1 MINTON-STATE,1
26060,Well Name,1 MIRICH,1
26061,Well Name,1 MISHLER - BADGER,1
26062,Well Name,1 MISHLER-BADGER,1
26063,Well Name,1 MISSEL,1
26064,Well Name,1 MISSION-CK-STATE A,1
26065,Well Name,1 MISSOURI,1
26066,Well Name,1 MISSOURI FEDERAL,1
26067,Well Name,1 MITCHEK,1
26068,Well Name,1 MITCHEK B,1
26069,Well Name,1 MITCHELL,18
26070,Well Name,"1 MITCHELL ""A""",1
26071,Well Name,1 MITCHELL 9003 JV-P,1
26072,Well Name,1 MITCHELL B,1
26073,Well Name,1 MITCHELL DOELY,1
26074,Well Name,1 MITCHELL LIVESTOCK,1
26075,Well Name,1 MITCHELL-GOVT,1
26076,Well Name,1 MITCHELL-STATE,1
26077,Well Name,1 MITTAN,1
26078,Well Name,1 MITTEL STAUDT,1
26079,Well Name,"1 MITTELSLADT ""G""",1
26080,Well Name,1 MITTELSTADT,3
26081,Well Name,1 MITTENS,1
26082,Well Name,1 MITTLESTAD,1
26083,Well Name,1 MITTLESTADT,1
26084,Well Name,"1 MITTLESTADT ""D""",1
26085,Well Name,1 MITTLESTAK,1
26086,Well Name,1 MITZE,1
26087,Well Name,1 MIXON,1
26088,Well Name,1 MJ STATE,1
26089,Well Name,1 MKM-FEDERAL,1
26090,Well Name,1 MKM-GOVT,1
26091,Well Name,1 MLEKUSH,1
26092,Well Name,1 MLM,1
26093,Well Name,1 MOBERG,2
26094,Well Name,1 MOBERG UNIT,1
26095,Well Name,1 MOBIL FEDERAL,1
26096,Well Name,1 MOBIL NAVAJO,1
26097,Well Name,1 MOBIL STATE,1
26098,Well Name,1 MOBIL UNIT,1
26099,Well Name,1 MOBIL-FEDERAL,3
26100,Well Name,1 MOBIL-STATE,2
26101,Well Name,1 MOBLEY-FEDERAL,1
26102,Well Name,1 MOC-STATE,1
26103,Well Name,1 MOCCASIN STATE,1
26104,Well Name,1 MOCK,4
26105,Well Name,1 MOCKET-KRANE-SCHARTS,1
26106,Well Name,1 MOCKETT,6
26107,Well Name,"1 MOCKETT ""A""",1
26108,Well Name,1 MOCKINGBIRD CREEK,1
26109,Well Name,1 MOCKINGBIRD CREEK FEDERAL,1
26110,Well Name,1 MOCKINGBIRD-FED,1
26111,Well Name,1 MODEN,1
26112,Well Name,1 MODGEL SMITHSON,1
26113,Well Name,1 MODIC,1
26114,Well Name,1 MOE,3
26115,Well Name,1 MOE BOYLE,1
26116,Well Name,1 MOELLER,1
26117,Well Name,1 MOELLER WESTBURG UNIT,1
26118,Well Name,1 MOEN,2
26119,Well Name,1 MOEN 32-35,1
26120,Well Name,1 MOFFATT,2
26121,Well Name,1 MOGEN,1
26122,Well Name,1 MOHATT,1
26123,Well Name,1 MOHAWK,2
26124,Well Name,1 MOHAWK GOVERNMENT,2
26125,Well Name,1 MOHAWK MONTEREY GOVERNMENT,1
26126,Well Name,1 MOHAWK-FEDERAL,3
26127,Well Name,1 MOHAWK-FEDERAL-A,1
26128,Well Name,1 MOHAWK-FEDERAL-B,1
26129,Well Name,1 MOHAWK-MONTERY-GOVERNMENT,1
26130,Well Name,1 MOHAWK-STATE,3
26131,Well Name,1 MOKO-NAVAJO,1
26132,Well Name,1 MOLE HILL,1
26133,Well Name,1 MOLINE,1
26134,Well Name,1 MOLLIE,1
26135,Well Name,1 MOLLIE-KROELL,1
26136,Well Name,1 MOLLO MABREY,1
26137,Well Name,1 MOLNAR,1
26138,Well Name,1 MON-OIL-FEE,1
26139,Well Name,1 MONA,1
26140,Well Name,1 MONA DOMAN,2
26141,Well Name,1 MONAGHAN,2
26142,Well Name,1 MONAHAM,1
26143,Well Name,1 MONAHAN,1
26144,Well Name,1 MONAHAN STATE,1
26145,Well Name,1 MONCANA,1
26146,Well Name,1 MONERO DOME,1
26147,Well Name,1 MONKS,1
26148,Well Name,1 MONKS-STATE,1
26149,Well Name,1 MONNETT,1
26150,Well Name,1 MONOHAN,1
26151,Well Name,1 MONOHAN RANCH,1
26152,Well Name,1 MONRAD NESS,1
26153,Well Name,1 MONROE,5
26154,Well Name,"1 MONROE ""M""",1
26155,Well Name,"1 MONROE ""O""",1
26156,Well Name,1 MONROE 2,1
26157,Well Name,1 MONROE FEDERAL,1
26158,Well Name,1 MONROE-RIEKE,1
26159,Well Name,1 MONSANTO CO-AZTEC-FED,1
26160,Well Name,1 MONSANTO STATE,1
26161,Well Name,1 MONSANTO-GOVT,1
26162,Well Name,"1 MONSANTO-NAV ""A""",1
26163,Well Name,"1 MONSANTO-NAV ""C""",1
26164,Well Name,"1 MONSANTO-NAV-""B""",1
26165,Well Name,1 MONSON,3
26166,Well Name,1 MONSON-B,1
26167,Well Name,1 MONT STATE GOVT,1
26168,Well Name,1 MONTANA 16-7-42,1
26169,Well Name,1 MONTANA POWER,1
26170,Well Name,1 MONTANA STATE,2
26171,Well Name,"1 MONTANA STATE ""G""",1
26172,Well Name,"1 MONTANA STATE ""H""",1
26173,Well Name,1 MONTANA STATE H,1
26174,Well Name,1 MONTANA STATE PRISON,1
26175,Well Name,1 MONTANA STATE-F,1
26176,Well Name,1 MONTANA-P,1
26177,Well Name,1 MONTEITH,1
26178,Well Name,1 MONTEREY,1
26179,Well Name,1 MONTEREY STATE,1
26180,Well Name,1 MONTEZUMA CANYON,1
26181,Well Name,1 MONTEZUMA-FEDERAL,1
26182,Well Name,1 MONTGOMERY,3
26183,Well Name,1 MONTGOMERY RD FEDERAL,1
26184,Well Name,1 MONTGOMERY-GOVERNMENT,1
26185,Well Name,1 MONTO,1
26186,Well Name,1 MONTOYA-A 34,1
26187,Well Name,1 MONTRAY,1
26188,Well Name,1 MONTROSE-UNIT,1
26189,Well Name,1 MONTY CANYON,1
26190,Well Name,1 MONUMENT,4
26191,Well Name,1 MONUMENT CANYON,1
26192,Well Name,1 MONUMENT LAKE UNIT,1
26193,Well Name,1 MONUMENT VALLEY,1
26194,Well Name,1 MONUMENT-FEDERAL,1
26195,Well Name,1 MONUMENT-NAVAJO,1
26196,Well Name,1 MOODY,1
26197,Well Name,1 MOODY-FEDERAL,1
26198,Well Name,1 MOOK,1
26199,Well Name,1 MOON MESA,1
26200,Well Name,1 MOONEY,1
26201,Well Name,1 MOONSHINE FEDERAL,2
26202,Well Name,1 MOONSHINE-FEDERAL,1
26203,Well Name,1 MOORE,20
26204,Well Name,1 MOORE & JENSEN,1
26205,Well Name,1 MOORE 12A-13,2
26206,Well Name,1 MOORE A,1
26207,Well Name,1 MOORE AMOCO-A,1
26208,Well Name,1 MOORE F,1
26209,Well Name,1 MOORE FEDERAL,1
26210,Well Name,1 MOORE RANCH,1
26211,Well Name,1 MOORE SHEEP CO,1
26212,Well Name,1 MOORE UNIT,1
26213,Well Name,1 MOORE-4,1
26214,Well Name,1 MOORE-A,1
26215,Well Name,1 MOORE-FEDERAL,1
26216,Well Name,1 MOORE-GOVT,1
26217,Well Name,1 MOORE-STATE,1
26218,Well Name,1 MOORMAN,1
26219,Well Name,1 MOOSE CREEK UNIT,1
26220,Well Name,1 MOOSE FEDERAL,2
26221,Well Name,1 MOOSEHEAD STATE,1
26222,Well Name,1 MOQUAWKIE,1
26223,Well Name,1 MOQUI BARDO,1
26224,Well Name,1 MOQUI CANYON,1
26225,Well Name,1 MORAN,6
26226,Well Name,1 MORAN-MIDLAND,2
26227,Well Name,1 MORCOTT,1
26228,Well Name,1 MOREHEAD,1
26229,Well Name,1 MOREL,2
26230,Well Name,1 MORELAND,1
26231,Well Name,1 MOREY,1
26232,Well Name,1 MORGAN,9
26233,Well Name,1 MORGAN COUNTY INVESTMENT,1
26234,Well Name,1 MORGAN HELLEBERG FARMS,1
26235,Well Name,1 MORGAN-FED,1
26236,Well Name,1 MORGAN-FEDERAL,1
26237,Well Name,1 MORHLE FEDERAL,1
26238,Well Name,1 MORIN,2
26239,Well Name,1 MORISON,1
26240,Well Name,1 MORITZ-FLAY,1
26241,Well Name,1 MORK,1
26242,Well Name,1 MORLAN,3
26243,Well Name,"1 MORLAND ""A""",1
26244,Well Name,1 MORLE FEDERAL,1
26245,Well Name,1 MORNING GUN,2
26246,Well Name,1 MORONI-SLOPES,1
26247,Well Name,1 MORPHA FEDERAL,1
26248,Well Name,1 MORPHA UNIT,1
26249,Well Name,1 MORPHA-FEDERAL,1
26250,Well Name,1 MORPHEY,1
26251,Well Name,1 MORRELL LIVESTOCK,1
26252,Well Name,1 MORRIESSEY,1
26253,Well Name,1 MORRIS,16
26254,Well Name,1 MORRIS COATE,1
26255,Well Name,1 MORRIS ET AL,1
26256,Well Name,1 MORRIS KANE,1
26257,Well Name,1 MORRIS STROMBERG,1
26258,Well Name,1 MORRIS UNIT 28-8,1
26259,Well Name,1 MORRIS-MEHUS,1
26260,Well Name,1 MORRISON,6
26261,Well Name,1 MORRISON (S-1),1
26262,Well Name,1 MORRISON-FEDERAL,2
26263,Well Name,1 MORRISSON,1
26264,Well Name,1 MORRITZ,1
26265,Well Name,1 MORROW,2
26266,Well Name,1 MORROW-FEDERAL,1
26267,Well Name,1 MORSE,1
26268,Well Name,"1 MORSE ""A""",1
26269,Well Name,1 MORSE-FEDERAL,1
26270,Well Name,1 MORT,1
26271,Well Name,1 MORTAN,1
26272,Well Name,1 MORTENSEN,1
26273,Well Name,1 MORTENSON,2
26274,Well Name,1 MORTIMER-GOVT,1
26275,Well Name,1 MORTON,10
26276,Well Name,1 MORTON ANDERSON,1
26277,Well Name,1 MORTON FEDERAL,1
26278,Well Name,1 MORTON GOV'T,1
26279,Well Name,1 MORTON INC,1
26280,Well Name,1 MORTON KING,1
26281,Well Name,1 MORTON MILLER,1
26282,Well Name,1 MORTON-A,1
26283,Well Name,1 MORTON-FEDERAL,1
26284,Well Name,1 MORTON-GOVERNMENT,1
26285,Well Name,1 MORTONS FEDERAL,1
26286,Well Name,1 MORTONS INC-A,1
26287,Well Name,1 MORTONS INC-FED,1
26288,Well Name,1 MORTONS SCOTT,1
26289,Well Name,1 MORTONSEN,1
26290,Well Name,1 MORTONSON (OWDD),1
26291,Well Name,1 MOSBARGER,3
26292,Well Name,1 MOSBY,1
26293,Well Name,1 MOSCOW-FEDERAL,1
26294,Well Name,1 MOSER,2
26295,Well Name,1 MOSEY,1
26296,Well Name,1 MOSS,1
26297,Well Name,1 MOSSBERG,1
26298,Well Name,1 MOSSER 32-30,1
26299,Well Name,1 MOSSET,1
26300,Well Name,1 MOTHERSHEAD,1
26301,Well Name,1 MOTIS,1
26302,Well Name,1 MOTIS SUNBERG,1
26303,Well Name,1 MOTT,2
26304,Well Name,1 MOTT-DALTON,1
26305,Well Name,1 MOUM,1
26306,Well Name,1 MOUNDS,1
26307,Well Name,1 MOUNT PEALE,1
26308,Well Name,1 MOUNTAIN,1
26309,Well Name,1 MOUNTAIN VIEW SCHOOL,1
26310,Well Name,1 MOUNTAIN VIEW UNIT,1
26311,Well Name,1 MOUNTAINVIEW,1
26312,Well Name,1 MOUNTVIEW 26D,1
26313,Well Name,1 MOXA UNIT,1
26314,Well Name,1 MOYER,8
26315,Well Name,"1 MOYER ""B""",1
26316,Well Name,1 MP-FEDERAL,1
26317,Well Name,1 MRNAK-FLB,1
26318,Well Name,1 MS 27,1
26319,Well Name,1 MS 31,1
26320,Well Name,1 MS 61-E,1
26321,Well Name,1 MS 81,1
26322,Well Name,1 MS-44 FEE,1
26323,Well Name,1 MSB-GOVT,1
26324,Well Name,1 MT BARTELES,1
26325,Well Name,1 MT BELLVIEW,1
26326,Well Name,1 MT. BALDY UNIT,1
26327,Well Name,1 MTN FUEL-FED,1
26328,Well Name,1 MTN FUEL-MCNAMARA GOVT,1
26329,Well Name,1 MTS-GUSE,1
26330,Well Name,1 MUD SPRINGS,1
26331,Well Name,1 MUDGE,2
26332,Well Name,1 MUDGE-FEDERAL,1
26333,Well Name,1 MUDSPRINGS FEDERAL,1
26334,Well Name,1 MUELLER,2
26335,Well Name,1 MUES,1
26336,Well Name,1 MUESEN FIB,1
26337,Well Name,1 MUHR,3
26338,Well Name,1 MUIR,1
26339,Well Name,1 MUIRHEAD,1
26340,Well Name,1 MULDOON,1
26341,Well Name,1 MULE CREEK ALLOTTED,1
26342,Well Name,1 MULE CREEK FEE,1
26343,Well Name,1 MULE CREEK-FEDERAL,1
26344,Well Name,1 MULE CREEK-NP,1
26345,Well Name,1 MULE CREEK-PFISTER,1
26346,Well Name,1 MULESHOE,1
26347,Well Name,1 MULESHOE MOUND,1
